authorMeta/fans,authorMeta/name,authorMeta/privateAccount,authorMeta/verified,collectCount,commentCount,diggCount,playCount,shareCount,textLanguage,videoMeta/duration,hashtags,year,month,day,weekday,hour,hashtags_split
36600,dylanxaxcs,False,False,6013,62,46700,186700,392,ms,60,"fable, gigiperez, lyrics, fyp, zyxbca, brat, lyrics_songs, bratlyrics, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag",2025,5,9,Friday,13,"['fable', ' gigiperez', ' lyrics', ' fyp', ' zyxbca', ' brat', ' lyrics_songs', ' bratlyrics', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan']"
337,lyricsfromv,False,False,23,2,255,2954,0,en,50,"no_hashtag, aux, music, audios, lyrics, indie, alt, fable, gigiperez, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag",2025,5,7,Wednesday,19,"['nan', ' aux', ' music', ' audios', ' lyrics', ' indie', ' alt', ' fable', ' gigiperez', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan']"
1658,motherr.myya,False,False,5,10,70,586,5,en,15,"no_hashtag, fortnitetrend, fable, fortnitefable, fortnitegirly, dontletthisflop, trends, imsoinlovewithyou, prettylittlebaby, myman, mymanmymanmyman, couplegoals, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag",2025,5,12,Monday,7,"['nan', ' fortnitetrend', ' fable', ' fortnitefable', ' fortnitegirly', ' dontletthisflop', ' trends', ' imsoinlovewithyou', ' prettylittlebaby', ' myman', ' mymanmymanmyman', ' couplegoals', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan']"
922,lyricsforyou_18,False,False,348,16,868,26400,41,en,256,"gigiperez, fable, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag",2025,4,17,Thursday,9,"['gigiperez', ' fable', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan']"
29800,gigiperezvault,False,False,244,14,1640,10800,44,en,72,"gigiperez, fable, live, fyp, fypシ゚viral, wuhluhwuh, wlw, fangirl, xyzbca, viral, lyrics, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag",2025,5,8,Thursday,17,"['gigiperez', ' fable', ' live', ' fyp', ' fypシ゚viral', ' wuhluhwuh', ' wlw', ' fangirl', ' xyzbca', ' viral', ' lyrics', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan']"
5,things.fa11.apart,False,False,27,14,148,766,16,en,46,"jinx, jinxarcane, jinxedit, isha, ishaarcaneedit, ishaarcane, lilsha, arcane, arcaneleagueoflegends, arcaneedit, fable, fablegigiperez, gigiperez, edit, fyp, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag",2025,5,12,Monday,11,"['jinx', ' jinxarcane', ' jinxedit', ' isha', ' ishaarcaneedit', ' ishaarcane', ' lilsha', ' arcane', ' arcaneleagueoflegends', ' arcaneedit', ' fable', ' fablegigiperez', ' gigiperez', ' edit', ' fyp', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan']"
196200,illysamz,False,False,26000,376,164600,912900,3050,en,71,"foryou, viral, lyrics, gigiperez, fable, sad, fyp, sadsong, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag",2025,2,22,Saturday,19,"['foryou', ' viral', ' lyrics', ' gigiperez', ' fable', ' sad', ' fyp', ' sadsong', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan']"
60,echoes_of_gigi,False,False,7,0,60,574,4,en,26,"fyp, foryou, gigiperez, fable, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag",2025,5,11,Sunday,23,"['fyp', ' foryou', ' gigiperez', ' fable', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan']"
142700,shinmusiccc,False,False,608,24,4050,113200,195,vi,362,"nhacnhaymoingay, nhacnaychillphet, shinmusiccc, vodke, mirbro, hshk, hotrend, xuhuong, nhachay, bassboosted, douyin, phonk, phonkhouse, nonstop, remix, instrumental, deephouse, edm, slowedandreverb, slowed, fable, djak, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag",2025,4,30,Wednesday,2,"['nhacnhaymoingay', ' nhacnaychillphet', ' shinmusiccc', ' vodke', ' mirbro', ' hshk', ' hotrend', ' xuhuong', ' nhachay', ' bassboosted', ' douyin', ' phonk', ' phonkhouse', ' nonstop', ' remix', ' instrumental', ' deephouse', ' edm', ' slowedandreverb', ' slowed', ' fable', ' djak', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan']"
11000,gigiperezarchive,False,False,101,5,796,3315,17,en,52,"no_hashtag, no_hashtag, gigiperez, sailorsong, fable, sometimesbackwood, pleaseberude, mutuals, atthebeachineverylife, crown, brat, bratedit, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag",2025,5,11,Sunday,12,"['nan', ' nan', ' gigiperez', ' sailorsong', ' fable', ' sometimesbackwood', ' pleaseberude', ' mutuals', ' atthebeachineverylife', ' crown', ' brat', ' bratedit', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan']"
322,benfinnapologist,False,False,17,14,125,1290,14,en,36,"fable, fable3, shegotaway, tiktok, benfinnapologist, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag",2025,5,12,Monday,4,"['fable', ' fable3', ' shegotaway', ' tiktok', ' benfinnapologist', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan']"
3955,boysansgenius,False,False,83100,1564,429000,2200000,20800,en,47,"katniss, thehungergames, hungergames, hungergamesedit, katnisseverdeen, gigiperez, fable, edit, trending, foryou, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag",2024,10,26,Saturday,22,"['katniss', ' thehungergames', ' hungergames', ' hungergamesedit', ' katnisseverdeen', ' gigiperez', ' fable', ' edit', ' trending', ' foryou', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan']"
5000000,ign,False,True,3150,3404,36100,682000,8622,en,40,"xbox, fable, delayed, microsoft, gameplay, footage, prealpha, uk, studio, playground, forza, xboxpodcast, podcast, fantasy, city, sword, hammer, fireball, magic, werewolf, rpg, fable3, ign, reboot, gaming, videogames, xboxseriesx, xboxseriess, pc, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag",2025,2,25,Tuesday,17,"['xbox', ' fable', ' delayed', ' microsoft', ' gameplay', ' footage', ' prealpha', ' uk', ' studio', ' playground', ' forza', ' xboxpodcast', ' podcast', ' fantasy', ' city', ' sword', ' hammer', ' fireball', ' magic', ' werewolf', ' rpg', ' fable3', ' ign', ' reboot', ' gaming', ' videogames', ' xboxseriesx', ' xboxseriess', ' pc', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan']"
163,ky4._.sp4ms,False,False,751,43,9772,82100,48,en,14,"no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag",2025,2,7,Friday,20,"['nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan']"
4,rina45337,False,False,18,1,147,1258,1,en,54,"fable, fablegigiperez, gigiperez, lovewasthelaw, andreligionwastaught, imnotbought, ifeelwhenweargue, ourskinstartstorot, overlay, freetouse, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag",2025,5,11,Sunday,21,"['fable', ' fablegigiperez', ' gigiperez', ' lovewasthelaw', ' andreligionwastaught', ' imnotbought', ' ifeelwhenweargue', ' ourskinstartstorot', ' overlay', ' freetouse', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan']"
29800,gigiperezvault,False,False,14800,322,96600,547200,2500,en,70,"gigiperez, fable, foryou, fyp, fypシ゚viral, live, vevo, wuhluhwuh, wlw, grief, loss, xyzbca, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag",2025,2,20,Thursday,18,"['gigiperez', ' fable', ' foryou', ' fyp', ' fypシ゚viral', ' live', ' vevo', ' wuhluhwuh', ' wlw', ' grief', ' loss', ' xyzbca', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan']"
5147,hbvtfhv,False,False,2076,19,16900,105800,123,un,46,"fable, gigiperez, fyp, hbvtfhv, lyricssong, musicvideo, brat, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag",2025,4,15,Tuesday,0,"['fable', ' gigiperez', ' fyp', ' hbvtfhv', ' lyricssong', ' musicvideo', ' brat', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan']"
432,saycurdaas,False,False,174,15,717,2623,33,en,31,"tlou, thelastofus, ellie, dina, elliewilliams, dinawoodward, abby, abbyanderson, joel, joelmiller, edit, fable, gigiperez, fypp, blowup, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag",2025,5,12,Monday,0,"['tlou', ' thelastofus', ' ellie', ' dina', ' elliewilliams', ' dinawoodward', ' abby', ' abbyanderson', ' joel', ' joelmiller', ' edit', ' fable', ' gigiperez', ' fypp', ' blowup', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan']"
37,kaelyn0211,False,False,6,5,91,642,0,en,10,"fyp, foryourpage, foru, foryou, forupage, relatable, trending, gigiperez, fable, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag",2025,4,28,Monday,18,"['fyp', ' foryourpage', ' foru', ' foryou', ' forupage', ' relatable', ' trending', ' gigiperez', ' fable', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan']"
26,pxynity,False,False,121,7,518,2592,16,en,23,"ziam, pxynity, viral, edit, onedirection, fyp, fable, gigiperez, goviral, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag",2025,5,10,Saturday,14,"['ziam', ' pxynity', ' viral', ' edit', ' onedirection', ' fyp', ' fable', ' gigiperez', ' goviral', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan']"
